Prenom destinataire;Nom destinataire;Code postal;Boutique (code);Date de validation de commande prévue;Reference de colis;ID (Livraison);Reference de l'expedition (Numero de tracking transporteur);Transporteur
Thomas;Renault;56235;;;MB4020545_1763417;208197028;8690182;Mondial Relay
Noémie;Caron;18445;;;MB3993483_1764137;208267042;8690502;Mondial Relay
Lena;Philippe;7466;;;MB4037107_1762528;208199118;8689704;Mondial Relay
Louis;Masson;48685;;;MB4031648_1758064;207622870;8687371;Mondial Relay
Noémie;Garcia;70994;;;MB4038777_1764334;208267417;8690591;Mondial Relay
Victor;Sanchez;86873;;;MB4036912_1762411;208197144;8689633;Mondial Relay
Lena;Caron;47104;;;MB4034806_1761506;208198498;8689213;Mondial Relay
Pauline;Denis;83070;;;MB4029658_1754779;207337591;8686089;Mondial Relay
Adam;Gaillard;78870;;;MB4038704_1764273;208266754;8690555;Mondial Relay
Noah;Morel;96056;;;MB4037311_1762655;208197060;8689775;Mondial Relay
Léa;Deschamps;82350;;;MB4027172_1758856;207885434;8688048;Mondial Relay
Maëlle;Guerin;98432;;;MB4036476_1762167;208198473;8689493;Mondial Relay
Mohamed;Louis;54214;;;MB4015393_1763461;208262800;8690196;Mondial Relay
Louis;Simon;61035;;;MB4033363_1761014;208198045;8689026;Mondial Relay
Kylian;Robin;96621;;;MB4034950_1761606;208262750;8689266;Mondial Relay
Lena;Schmitt;71572;;;MB4037800_1762937;208199249;8689928;Mondial Relay
Gabriel;Fernandez;80365;;;MB4033502_1762268;208196038;8689552;Mondial Relay
Ambre;Le gall;79025;;;MB4030556_1756871;207333146;8686853;Mondial Relay
Romane;Pierre;31361;;;MB4037816_1762950;208197755;8689936;Mondial Relay
Enzo;Arnaud;886;;;MB4015702_1758446;207615715;8687519;Mondial Relay
Lucie;Adam;65086;;;MB4029254_1754540;207340493;8685977;Mondial Relay
Noah;Noel;94391;;;MB4020245_1763406;208265178;8690176;Mondial Relay
Célia;Guillaume;55711;;;MB4038049_1763084;208198011;8690020;Mondial Relay
Océane;Pierre;82228;;;ES4037643_1762853;208198652;8689878;Mondial Relay
Charlotte;Gerard;52440;;;MB4038219_1763175;208265760;8690072;Mondial Relay
Mathilde;Vidal;15564;;;ES4036678_1762295;208199273;8689567;Mondial Relay
Sacha;Laine;23009;;;MB4034589_1761395;208195968;8689154;Mondial Relay
Mael;Moulin;85906;;;MB4037248_1762614;208198546;8689753;Mondial Relay
Ines;Deschamps;55197;;;MB4036386_1762121;208198429;8689467;Mondial Relay
Lucie;Morin;48134;;;MB4037115_1762533;208195976;8689707;Mondial Relay
Laura;Benoit;49262;;;ES4033810_1760745;208199266;8688894;Mondial Relay
Lisa;Huet;71255;;;ES3999346_1764124;208265368;8690729;Mondial Relay
Noah;Collet;67275;;;MB4034178_1761111;208198293;8689064;Mondial Relay
Romain;Rolland;34158;;;MB4037975_1763036;208197508;8689993;Mondial Relay
Tom;Barre;80129;;;ES4037664_1762864;208198409;8689885;Mondial Relay
Ethan;Michel;31810;;;MB4035113_1761686;208289373;00DOWMTJ;GLS
Louise;Gautier;81147;;;MB4039221_1764806;208559022;XU740825549FR;Chronopost
Mathilde;Schmitt;57617;;;MB4002091_1764832;208559848;XU740839579FR;Chronopost
Eva;Cousin;28214;;;MB4016914_1763423;208214252;XU739718176FR;Chronopost
Mathilde;Paul;69646;;;MB4000731_1764133;208610054;XU741363701FR;Chronopost
Thomas;Legrand;90469;;;MB3996317_1764549;208610174;XU741370954FR;Chronopost
Rayan;Lambert;90224;;;MB4039311_1764876;208609474;XU740883087FR;Chronopost
Charlotte;Renault;53716;;;MB4036740_1763507;208214068;XU739786975FR;Chronopost
Manon;Michel;79470;;;MB3954588_1764905;208608935;XU740904992FR;Chronopost
Mathis;Denis;91867;;;MB4039683_1765098;208560072;XU741016021FR;Chronopost
Juliette;Simon;4146;;;MB3862243_1763309;208609092;XU739651562FR;Chronopost
Romane;Moreau;16505;;;MB4039681_1765097;208559923;XU741015834FR;Chronopost
Kylian;Dupont;51534;;;MB3989623_1765931;208559609;XU741394160FR;Chronopost
Noa;Leclerc;17447;;;MB3973126_1764757;208558657;XU740761993FR;Chronopost
Théo;Perrot;92384;;;MB4040206_1765924;208559894;XU741389981FR;Chronopost
Théo;Robin;32619;;;MB4039948_1765543;208609643;XU741085818FR;Chronopost
Alicia;Bertrand;72051;;;MB4039500_1764986;208560008;XU740957876FR;Chronopost
Valentin;Guerin;4822;;;MB4039966_1765558;208558506;XU741095015FR;Chronopost
Alicia;Dupont;37281;;;MB3985163_1764444;208609877;XU741460990FR;Chronopost
Julien;Olivier;94083;;;MB3992439_1765971;208559047;XU741443930FR;Chronopost
Ines;Gerard;53459;;;MB4015275_1766039;208559129;XU741519995FR;Chronopost
Victor;Mercier;21543;;;MB3941724_1764617;208560004;XU740551337FR;Chronopost
Clara;Joly;65026;;;MB4037386_1762693;208198654;8689797;Mondial Relay
Romain;Menard;78290;;;ES4036479_1762168;208198415;8689494;Mondial Relay
Maxence;Deschamps;17841;;;MB4021750_1763642;208267032;8690307;Mondial Relay
Nathan;Blanc;43950;;;MB4037760_1762913;208198698;8689914;Mondial Relay
Arthur;Lambert;49150;;;MB4008917_1760246;207880815;8688662;Mondial Relay
Tom;Faure;28682;;;MB4016021_1750257;207337516;8684223;Mondial Relay
Justine;Gerard;50810;;;MB4025766_1756426;207616785;8687930;Mondial Relay
Louis;Vincent;39139;;;MB4025116_1757203;207615572;8686979;Mondial Relay
Sacha;Marchand;27955;;;MB4039728_1765128;208607558;8691018;Mondial Relay
Tom;Da silva;94753;;;MB4027818_1764117;208265340;8690724;Mondial Relay
Nicolas;Roche;96024;;;MB2404845_1753114;207329233;8685401;Mondial Relay
Noah;Meunier;79295;;;MB4033761_1760692;207878396;8688860;Mondial Relay
Charlotte;Huet;41566;;;MB4034830_1761520;208198785;8689224;Mondial Relay
Jade;Guyot;869;;;MB4003619_1755309;207337460;8686308;Mondial Relay
Mélissa;Renault;78307;;;MB4036577_1762235;208195694;8689530;Mondial Relay
Louise;Breton;51051;;;MB4038493_1763569;208196843;8690245;Mondial Relay
Noah;Remy;46432;;;MB4029914_1763548;208263024;8690238;Mondial Relay
Lisa;Collet;97489;;;MB4038638_1763891;208266938;8690406;Mondial Relay
Lisa;Dumont;43357;;;MB4036124_1762024;208262834;8689424;Mondial Relay
Maxence;Simon;71970;;;MB4029840_1754983;207340368;8686154;Mondial Relay
Théo;Perez;53614;;;MB4039556_1765014;208595866;8690954;Mondial Relay
Maxence;Robin;37655;;;MB3986069_1764924;208609850;XU741933261FR;Chronopost
Raphaël;Marty;98993;;;MB4040605_1766635;208608962;XU741899675FR;Chronopost
Mattéo;Morel;90750;;;MB4033278_1759996;207856302;XU737146144FR;Chronopost
Alexis;Fontaine;6375;;;MB4030521_1766065;208559139;XU741538062FR;Chronopost
Jeanne;Benoit;8676;;;CAR25929_1766400;208609326;XU741837455FR;Chronopost
Lola;Carpentier;90525;;;MB3933517_1766081;208558447;XU741560998FR;Chronopost
Hugo;Vidal;66002;;;MB3995704_1764083;208609893;XU741492975FR;Chronopost
Kylian;Robert;28896;;;MB3985576_1767067;208632706;XU742199771FR;Chronopost
Mael;Gautier;44098;;;MB4033140_1759934;207885758;8688920;Mondial Relay
Nathan;Fabre;90118;;;MB4034169_1761110;208198476;8689063;Mondial Relay
Raphaël;Dumont;87168;;;ES4031257_1760536;207878462;8688820;Mondial Relay
Jeanne;Remy;49867;;;MB4038057_1763099;208195920;8690029;Mondial Relay
Camille;Paris;91971;;;MB4040239_1765975;208607389;8691209;Mondial Relay
Valentin;Gaillard;87001;;;MB4023194_1765531;208607000;8691087;Mondial Relay
Mohamed;Aubert;80844;;;MB4038155_1763142;208199274;8690051;Mondial Relay
Clara;Martinez;70417;;;ES4030177_1763704;208266201;8690325;Mondial Relay
Ines;Gerard;79524;;;ES4007593_1759441;207882068;8688286;Mondial Relay
Pierre;Schneider;80842;;;MB4040262_1766008;208608304;8691226;Mondial Relay
Ambre;Olivier;88255;;;MB4036921_1762732;208198657;8689815;Mondial Relay
Clara;Dubois;33566;;;MB4033953_1762409;208198647;8689631;Mondial Relay
Jules;Arnaud;91000;;;MB3995586_1764092;208266652;8690489;Mondial Relay
Baptiste;Gaillard;44716;;;ES3995144_1764130;208266947;8690501;Mondial Relay
Juliette;Moreau;3034;;;MB4038579_1763843;208266344;8690383;Mondial Relay
Jules;Fabre;32384;;;MB4038013_1763060;208198285;8690007;Mondial Relay
Mathilde;Thomas;62111;;;MB4037972_1763033;208196528;8689990;Mondial Relay
Laura;Berger;90593;;;MB4035164_1761708;208198690;8689306;Mondial Relay
Romane;Guillaume;64306;;;MB4033094_1759910;207880800;8688467;Mondial Relay
Alice;Guillaume;47029;;;MB3988097_1764179;208265617;8690523;Mondial Relay
Evan;Cousin;13696;;;MB4037946_1763023;208199136;8689984;Mondial Relay
Enzo;Lefebvre;50391;;;MB4033952_1760972;208265193;8688995;Mondial Relay
Carla;Jean;33158;;;MB4035234_1761732;208199058;8689315;Mondial Relay
Mathis;Colin;31948;;;MB3996392_1763978;208267192;8690446;Mondial Relay
Lina;Perrot;40309;;;MB4005917_1763451;208279178;00DONPE7;GLS
Mael;Lecomte;28907;;;MB4039766_1765435;208558621;XT338190789FR;Chronopost
Louna;Paul;2715;;;MB4039422_1764954;208632596;XU742142644FR;Chronopost
Mathilde;Prevost;61075;;;MB4040786_1767060;208632040;XU742176696FR;Chronopost
Gabriel;Guillaume;27720;;;MB3998110_1766151;208633283;XU742374569FR;Chronopost
Tom;Vincent;60950;;;MB4040303_1766123;208633092;XU742345236FR;Chronopost
Charlotte;David;16760;;;MB4035076_1761672;208266411;8689291;Mondial Relay
Alexis;Girard;92067;;;MB4032123_1759128;207883348;8688163;Mondial Relay
Maëlle;Paris;93437;;;MB4023058_1757344;207622189;8687046;Mondial Relay
Paul;Denis;81493;;;MB4040520_1766374;208608468;8691382;Mondial Relay
Maeva;Meunier;41711;;;MB4037172_1762570;208197125;8689729;Mondial Relay
Jeanne;Pons;68980;;;MB4008509_1761585;208264480;8689255;Mondial Relay
Emilie;Legrand;62059;;;MB4035316_1761777;208197682;8689332;Mondial Relay
Noa;Duval;37752;;;MB4040359_1766132;208608428;8691271;Mondial Relay
Thomas;Fleury;25529;;;MB4036401_1762133;208198644;8689473;Mondial Relay
Maëlle;Charles;74726;;;MB4036890_1762397;208197217;8689625;Mondial Relay
Mélissa;Collet;99027;;;MB4034713_1762779;208198947;8689841;Mondial Relay
Carla;Rolland;87894;;;MB4019988_1760414;207880387;8688744;Mondial Relay
Lisa;Masson;90911;;;MB4034079_1761038;208278999;00DODJ66;GLS
Adrien;Martin;45492;;;MB4025090_1761545;208280227;00DOQH0G;GLS
Nicolas;Guillaume;64615;;;MB4002026_1764131;208277201;00DOM8VM;GLS
Mélissa;Benoit;26881;;;MB4034704_1761455;208214309;XT337774829FR;Chronopost
Maëlys;Fleury;18537;;;MB4034340_1761180;208212997;XT337762729FR;Chronopost
Jeanne;Aubert;13981;;;MB3976148_1765991;208559098;XU741477726FR;Chronopost
Gabriel;Vidal;88419;;;MB3932074_1766042;208559106;XU741521138FR;Chronopost
Juliette;Marchal;14991;;;MB4039625_1765056;208559886;XU740996866FR;Chronopost
Noémie;Francois;66449;;;MB3937777_1764404;208609754;XU741504421FR;Chronopost
Mathilde;Gautier;6014;;;MB4008264_1766038;208559120;XU741519960FR;Chronopost
Louise;Moreau;81336;;;MB4018490_1759549;207856026;XU737088353FR;Chronopost
Jules;Leroux;55020;;;MB4040329_1766103;208609582;XU741593877FR;Chronopost
Pierre;Durand;33336;;;AM1667933_1766404;208609340;XU741838265FR;Chronopost
Emilie;Morel;72099;;;MB4010026_1766317;208609336;XU741762995FR;Chronopost
Nathan;Lopez;54041;;;MB4010580_1766411;208608956;XU741844875FR;Chronopost
Nathan;Roux;38326;;;MB3961137_1766363;208609422;XU741807056FR;Chronopost
Quentin;Garcia;31457;;;MB3984962_1766116;208609516;XU741610283FR;Chronopost
Axel;Rey;39373;;;MB3925515_1766260;208609529;XU741691891FR;Chronopost
Julie;Da silva;43454;;;MB3980321_1766320;208609709;XU741763505FR;Chronopost
Lola;Lecomte;88072;;;MB4040612_1766639;208609034;XU741909979FR;Chronopost
Zoe;Blanc;47815;;;MB4019768_1766077;208632573;XU741557217FR;Chronopost
Sarah;Andre;63290;;;ES4035864_1761942;208198402;8689402;Mondial Relay
Ines;Vincent;14325;;;MB4039428_1764949;208607819;8690925;Mondial Relay
Tom;Nguyen;84144;;;ES4035370_1761789;208199215;8689340;Mondial Relay
Quentin;Laurent;39006;;;ES4034291_1761153;208199188;8689086;Mondial Relay
Noa;Brun;5353;;;MB4031016_1757612;207615356;8687179;Mondial Relay
Paul;Garnier;45581;;;MB4039940_1765538;208598553;8691093;Mondial Relay
Thomas;Laurent;29406;;;MB4039016_1764650;208600584;8690764;Mondial Relay
Ines;Morin;57891;;;MB4036500_1762180;208198933;8689502;Mondial Relay
Victor;Perrin;62873;;;MB4038582_1763842;208265542;8690382;Mondial Relay
Jeanne;Bertrand;833;;;MB4034204_1761122;208197886;8689068;Mondial Relay
Ethan;Guillot;40239;;;MB4035894_1761947;208278130;00DO4KFC;GLS
Mathilde;Schneider;50914;;;MB4025505_1763724;208278016;00DOQLHZ;GLS
Théo;Fournier;28520;;;MB4037662_1762870;208197660;8689889;Mondial Relay
Ethan;Fleury;22760;;;MB4035531_1761873;208279147;00DONMN9;GLS
Eva;Perrot;67780;;;MB4028543_1760545;207855482;XU737204624FR;Chronopost
Victor;Gonzalez;11659;;;MB4036236_1762058;208198622;8689439;Mondial Relay
Nathan;Masson;21722;;;MB4036742_1762327;208197471;8689583;Mondial Relay
Clara;Marty;65279;;;ES4034737_1761469;208198680;8689197;Mondial Relay
Julie;Paul;75092;;;MB4039228_1764814;208600154;8690856;Mondial Relay
Sarah;Colin;79583;;;MB4037307_1762651;208198691;8689772;Mondial Relay
Anaïs;Lecomte;47820;;;ES4018574_1764492;208265931;8690669;Mondial Relay
Lisa;Noel;86589;;;ES4032315_1759292;207878410;8688226;Mondial Relay
Gabriel;Gauthier;96556;;;ES4037837_1762959;208198717;8689942;Mondial Relay
Clément;Duval;31119;;;ES4037104_1762520;208199205;8689699;Mondial Relay
Julien;Garnier;24762;;;ES4034701_1761450;208198998;8689187;Mondial Relay
Lena;Rodriguez;60795;;;MB4037153_1762557;208197283;8689719;Mondial Relay
Anaïs;Dupuy;89267;;;MB4029752_1754838;207340088;8686126;Mondial Relay
Ethan;Gerard;76164;;;MB4038590_1763845;208266487;8690384;Mondial Relay
Clémence;Fontaine;6575;;;MB4036918_1762414;208264590;8689635;Mondial Relay
Jade;Mathieu;54604;;;MB4038001_1763082;208197626;8690019;Mondial Relay
Jade;Rolland;9503;;;MB4039860_1765485;208608169;8691071;Mondial Relay
Ambre;Morin;68315;;;ES4031309_1760699;207879986;8688866;Mondial Relay
Gabriel;Blanc;39366;;;MB4023203_1760847;208282402;00DODILO;GLS
Lucie;Dumont;29313;;;MB4034458_1761226;208279016;00DNVISG;GLS
Océane;Rey;89442;;;MB3998094_1761499;208289299;00DOB8DN;GLS
Laura;Faure;43119;;;MB4035045_1761664;208278764;00DOM4HE;GLS
Alice;Lacroix;64380;;;MB4034420_1761212;208279003;00DONLXW;GLS
Léo;Renaud;5117;;;MB4038442_1763866;208277244;00DOM8M2;GLS
Evan;Lopez;56720;;;MB4034186_1761113;208280472;00DO4JFH;GLS
Noémie;Lefebvre;56368;;;MB3989845_1761051;208279371;00DODJ78;GLS
Mael;Roche;15630;;;MB4035375_1761794;208279065;00DOB91W;GLS
Jules;Lopez;14047;;;MB4037144_1762553;208280249;00DOQHWL;GLS
Charlotte;Petit;9226;;;MB4034763_1761486;208289433;00DNVNHX;GLS
Laura;Francois;27825;;;MB4032317_1764216;208277303;00DO4OK8;GLS
Romane;Marty;57533;;;MB4022854_1763723;208289439;00DOQLHY;GLS
Noah;Michel;21027;;;MB4038448_1763430;208278880;00DODMY1;GLS
Ines;David;40548;;;MB4004382_1760071;208281850;00DO4IVK;GLS
Antoine;Fabre;85022;;;MB4034865_1761565;208198518;8689242;Mondial Relay
Evan;Robin;40567;;;MB4033192_1759958;207885517;8688710;Mondial Relay
Louise;Aubry;85221;;;MB4029605_1764390;208266767;8690634;Mondial Relay
Camille;Picard;47198;;;MB4040004_1765578;208605805;8691118;Mondial Relay
Mathis;Dumas;77127;;;MB4021789_1756003;207588097;XT337147020FR;Chronopost
Noa;Joly;66336;;;MB4020272_1764245;208558534;XU740241882FR;Chronopost
Jules;Renard;17939;;;MB4034187_1761115;208213284;XU737777741FR;Chronopost
Maëlle;Berger;4949;;;MB4027575_1764528;208595935;8691653;Mondial Relay
Lena;Simon;37495;;;ES4038310_1763214;208198912;8690091;Mondial Relay
Enzo;Mercier;7998;;;ES4036749_1762332;208198603;8689585;Mondial Relay
Léo;Simon;38036;;;ES4037176_1762572;208267031;8689730;Mondial Relay
Kylian;Dufour;28081;;;MB3998941_1756011;207336596;8686554;Mondial Relay
Yanis;Vidal;53968;;;MB4037926_1763014;208262688;8689976;Mondial Relay
Julie;Carre;51532;;;MB4040570_1766495;208608597;8691429;Mondial Relay
Quentin;Roussel;13562;;;ES4040442_1766934;208635464;6474234933;DHL
Louise;Dumas;85671;;;MB4035976_1761982;208266718;8689409;Mondial Relay
Léa;Nicolas;52750;;;MB4034893_1761582;208198590;8689253;Mondial Relay
Jeanne;Roux;95879;;;MB4037850_1762967;208267182;8689945;Mondial Relay
Gabriel;Sanchez;31864;;;MB3992963_1763518;208265289;8690599;Mondial Relay
Mohamed;Renault;29720;;;MB4033063_1763751;208266545;8690341;Mondial Relay
Adam;Collet;12376;;;MB4036746_1762329;208197234;8689584;Mondial Relay
Clémence;Barbier;57068;;;MB4040431_1766281;208609116;XU741716664FR;Chronopost
Julien;Philippe;23494;;;MB4017663_1763409;208266981;8690177;Mondial Relay
Antoine;Moreau;21411;;;MB4002539_1764029;208269245;XU740217945FR;Chronopost
Noah;Roche;84729;;;MB4038588_1763896;208321079;9L27334718074;Coliposte
Jules;Breton;10896;;;MB4038062_1763095;208196324;8690026;Mondial Relay
Pauline;Dubois;67011;;;MB4037097_1762522;208197688;8689701;Mondial Relay
Yanis;Henry;26713;;;MB4037803_1762940;208267172;8689929;Mondial Relay
Adrien;Caron;39327;;;MB4031201_1757711;207622376;8687228;Mondial Relay
Victor;Michel;30288;;;MB4036196_1762046;208198438;8689435;Mondial Relay
Lina;Poirier;77982;;;MB3998438_1763947;208266924;8690429;Mondial Relay
Noah;Schneider;13654;;;MB3880917_1766029;208609697;XU741517558FR;Chronopost
Maxence;Vidal;33802;;;MB3980880_1763673;208271013;XU740110723FR;Chronopost
Maeva;Julien;99902;;;MB4036927_1762420;208199085;8689637;Mondial Relay
Ethan;Leroy;18153;;;MB4011310_1761546;208273046;XU738225617FR;Chronopost
Sarah;Garcia;87793;;;MB4037083_1762516;208265303;8690625;Mondial Relay
Emilie;Thomas;49041;;;MB4036788_1762351;208198719;8689600;Mondial Relay
Evan;Richard;72969;;;MB4035355_1761786;208197437;8689337;Mondial Relay
Clara;Bourgeois;70505;;;MB3803438_1756958;207328597;8686886;Mondial Relay
Noah;Lecomte;31673;;;MB4030797_1758500;207884680;8687541;Mondial Relay
Lucas;Dubois;96955;;;MB4034490_1761245;208265878;8689127;Mondial Relay
Elisa;Lucas;22848;;;MB4038885_1764541;208266383;8690692;Mondial Relay
Alexandre;Morel;55867;;;MB4039505_1766714;208602484;8691474;Mondial Relay
Charlotte;Renard;20340;;;MB4033458_1760180;207880698;8688633;Mondial Relay
Lucie;Michel;71209;;;MB4026493_1762492;208262640;8689679;Mondial Relay
Evan;Roussel;91941;;;MB4036411_1762135;208198676;8689475;Mondial Relay
Alexandre;Bourgeois;53890;;;MB4034483_1761244;208195553;8689126;Mondial Relay
Gabriel;Menard;40065;;;MB4031457_1757950;207622420;8687301;Mondial Relay
Manon;Bertrand;76960;;;MB4019799_1763297;208215128;XJ046312804JF;Chronopost
Anaïs;Rodriguez;57796;;;ES4033692_1760571;207878411;8688833;Mondial Relay
Hugo;Noel;17670;;;MB4038772_1764331;208289578;XU740292840FR;Chronopost
Maxence;Schmitt;69633;;;MB3982206_1764844;208560073;XU740840387FR;Chronopost
Célia;Aubert;82173;;;MB4040226_1765951;208608096;8691195;Mondial Relay
Louna;Garcia;51654;;;ES4036655_1762286;208198716;8689561;Mondial Relay
Jeanne;Carre;12903;;;MB4035399_1763359;208196805;8690159;Mondial Relay
Maxime;Roussel;58549;;;MB4040233_1765969;208608165;8691204;Mondial Relay
Jade;Dupuy;43011;;;ES4020380_1761648;208198549;8689281;Mondial Relay
Clément;Menard;61028;;;MB4037149_1762554;208197476;8689716;Mondial Relay
Nicolas;Jean;71964;;;MB4030913_1757531;207618262;8687140;Mondial Relay
Rayan;Aubert;57940;;;MB4036300_1762081;208320958;9L27334676435;Coliposte
Célia;Lacroix;76201;;;MB4038125_1763127;208197431;8690045;Mondial Relay
Lilou;Paul;72463;;;MB3975495_1764745;208607967;8690828;Mondial Relay
Célia;Lemoine;37398;;;MB4037717_1762888;208198863;8689900;Mondial Relay
Carla;Sanchez;34768;;;MB4040180_1765881;208603784;8691158;Mondial Relay
Noah;Riviere;46256;;;MB4032575_1759465;207883657;8688300;Mondial Relay
Julien;Gerard;5778;;;MB4029433_1754662;207620596;8686027;Mondial Relay
Mattéo;Lemaire;41912;;;MB4036771_1764167;208266757;8690515;Mondial Relay
Jules;Laine;78827;;;MB4025790_1761905;208262844;8689387;Mondial Relay
Enzo;Masson;38938;;;MB4035013_1761634;208196622;8689277;Mondial Relay
Mattéo;Brunet;86653;;;MB4038251_1763186;208264421;8690081;Mondial Relay
Lucas;Nicolas;46377;;;ES4034268_1761139;208198301;8689079;Mondial Relay
Tom;Guillaume;96072;;;MB4034596_1761396;208199009;8689155;Mondial Relay
Mattéo;Michel;68098;;;ES4011550_1764049;208265337;8690719;Mondial Relay
Lou;Jean;63928;;;MB4035247_1761751;208195862;8689320;Mondial Relay
Gabriel;Lefebvre;29662;;;MB4031337_1761232;208199191;8689119;Mondial Relay
Eva;Maillard;36669;;;MB4035201_1761722;208198851;8689312;Mondial Relay
Maeva;Benoit;52917;;;MB4031248_1757732;207885502;8688579;Mondial Relay
Alicia;Leroux;48978;;;MB3984004_1761102;208213093;XU737760595FR;Chronopost
Louna;Royer;53410;;;MB4036887_1762394;208197707;8689623;Mondial Relay
Nicolas;Fernandez;35360;;;MB4034668_1761434;208196142;8689176;Mondial Relay
Nathan;Guerin;29939;;;MB4034789_1761493;208267170;8689208;Mondial Relay
Elisa;Renaud;81532;;;MB4035162_1761704;208319714;9L27330685172;Coliposte
Louna;Moreau;32442;;;MB4031260_1757735;207623234;8687240;Mondial Relay
